file_name,exposure,outcome,method,nsnp,b,se,pval,-Log10P
BAMBI_Q13145_OID21267_v1_Oncology.txt,BAMBI,leisure_screen_time,Inverse variance weighted,2,0.296432814533573,0.0772338561793859,0.000123979851650157,3.90664888764533
GORASP2_Q9H8Y8_OID31438_v1_Oncology_II.txt,GORASP2,leisure_screen_time,Wald ratio,1,0.286301944921126,0.0755275069423831,0.000150224719204906,3.8232585990829
GPC5_P78333_OID20944_v1_Neurology.txt,GPC5,leisure_screen_time,Inverse variance weighted,15,-0.0240012674089385,0.00665988686466978,0.000313531862820456,3.50371831721304
DPP10_Q8N608_OID20527_v1_Inflammation.txt,DPP10,leisure_screen_time,Inverse variance weighted,10,-0.0605745743547649,0.0168868368324024,0.000334391147525263,3.47574522833774
NAA80_Q93015_OID30893_v1_Neurology_II.txt,NAA80,leisure_screen_time,Inverse variance weighted,3,0.139328903743032,0.0397430683442474,0.000455338086515089,3.34166602183864
CNPY4_Q8N129_OID21317_v1_Oncology.txt,CNPY4,leisure_screen_time,Inverse variance weighted,16,-0.0282098399012202,0.00810559252555705,0.000500865013649113,3.30027930352669
ANXA4_P09525_OID20123_v1_Cardiometabolic.txt,ANXA4,leisure_screen_time,Inverse variance weighted,2,0.263534706563356,0.0759270481539209,0.00051872947007113,3.28505907815697
NPC2_P61916_OID30418_v1_Cardiometabolic_II.txt,NPC2,leisure_screen_time,Inverse variance weighted,4,-0.0546592528571958,0.0162284778158333,0.000756861631922287,3.12098351017666
NT5E_P21589_OID21498_v1_Oncology.txt,NT5E,leisure_screen_time,Inverse variance weighted,30,0.00874510980521862,0.00262448440770206,0.000861855712059464,3.06456543568515
B4GAT1_O43505_OID21127_v1_Neurology.txt,B4GAT1,leisure_screen_time,Inverse variance weighted,23,-0.0232343200630471,0.00707225358837984,0.00101881745926454,2.99190362122974
TFPI2_P48307_OID21512_v1_Oncology.txt,TFPI2,leisure_screen_time,Inverse variance weighted,10,-0.024427916027346,0.00744837124178785,0.00103942604143179,2.98320640670841
SIGLEC9_Q9Y336_OID21390_v1_Oncology.txt,SIGLEC9,leisure_screen_time,Inverse variance weighted,7,-0.0307594353128564,0.00954851158519816,0.00127572493575263,2.89424295552268
EGFLAM_Q63HQ2_OID31496_v1_Oncology_II.txt,EGFLAM,leisure_screen_time,Inverse variance weighted,16,-0.0136142012583123,0.00430000997153314,0.00154505120660506,2.81105712246731
VCAM1_P19320_OID20396_v1_Cardiometabolic.txt,VCAM1,leisure_screen_time,Inverse variance weighted,2,-0.123236093216708,0.0389646014455704,0.00156275459544757,2.80610921533376
DBI_P07108_OID21143_v1_Neurology.txt,DBI,leisure_screen_time,Inverse variance weighted,11,0.0225985756524096,0.0071817827920345,0.001651510441818,2.78211867609936
AGRP_O00253_OID20658_v1_Inflammation.txt,AGRP,leisure_screen_time,Inverse variance weighted,3,-0.132428401841682,0.0424953626566259,0.00183134350983285,2.73723018631952
DNAJA4_Q8WW22_OID31130_v1_Neurology_II.txt,DNAJA4,leisure_screen_time,Inverse variance weighted,6,0.0636427297388577,0.020645926681125,0.00205214259764836,2.68779246460305
CGA_P01215_OID21069_v1_Neurology.txt,CGA,leisure_screen_time,Wald ratio,1,0.310296043462483,0.102555471991838,0.00248106672081137,2.60536155652965
IFIT3_O14879_OID31283_v1_Oncology_II.txt,IFIT3,leisure_screen_time,Inverse variance weighted,3,-0.073688564851403,0.0244513711552042,0.0025810139154726,2.58820965396188
CXCL11_O14625_OID21042_v1_Neurology.txt,CXCL11,leisure_screen_time,Inverse variance weighted,11,-0.0312786197311388,0.0105378166993718,0.00299524178352262,2.52356811450625
CHRDL2_Q6WN34_OID20223_v1_Cardiometabolic.txt,CHRDL2,leisure_screen_time,Inverse variance weighted,13,0.0339905657214133,0.0117369160217965,0.00377905515486261,2.42261676956018
FLT4_P35916_OID21491_v1_Oncology.txt,FLT4,leisure_screen_time,Inverse variance weighted,7,0.0461868712910227,0.0159882189621962,0.0038670692323386,2.41261805266097
IST1_P53990_OID31497_v1_Oncology_II.txt,IST1,leisure_screen_time,Inverse variance weighted,2,0.092355881915811,0.0321015905246729,0.00401491211965915,2.39632395632921
ITIH4_Q14624_OID30762_v1_Inflammation_II.txt,ITIH4,leisure_screen_time,Inverse variance weighted,16,0.0258605284619662,0.00900071085180958,0.00406381659043465,2.39106590100947
ACRV1_P26436_OID30513_v1_Inflammation_II.txt,ACRV1,leisure_screen_time,Inverse variance weighted,3,0.122944856380391,0.0431637076561786,0.00439481332188475,2.35705956768855
STK4_Q13043_OID20140_v1_Cardiometabolic.txt,STK4,leisure_screen_time,Inverse variance weighted,3,0.305637356601814,0.10768366329468,0.00453560963152709,2.34336433113658
AOC3_Q16853_OID20389_v1_Cardiometabolic.txt,AOC3,leisure_screen_time,Inverse variance weighted,24,-0.0140453012265437,0.0049504596378067,0.004551520761075,2.34184347195954
GART_P22102_OID31004_v1_Neurology_II.txt,GART,leisure_screen_time,Inverse variance weighted,5,0.0677712298955672,0.0240225924154233,0.00478524847825724,2.32009550617675
PRSS53_Q2L4Q9_OID31093_v1_Neurology_II.txt,PRSS53,leisure_screen_time,Inverse variance weighted,31,0.00552532776622408,0.00196107694833165,0.00483996169736951,2.31515807527437
PLXNB2_O15031_OID20317_v1_Cardiometabolic.txt,PLXNB2,leisure_screen_time,Inverse variance weighted,23,0.013222402478027,0.00471193067313759,0.00501367452453339,2.29984386279646
IRAK4_Q9NWZ3_OID20577_v1_Inflammation.txt,IRAK4,leisure_screen_time,Inverse variance weighted,2,0.0358515847693771,0.0127767225587756,0.00501594584958284,2.2996471606451
LRIG3_Q6UXM1_OID30450_v1_Inflammation_II.txt,LRIG3,leisure_screen_time,Inverse variance weighted,4,-0.0889620954087116,0.0319957780567613,0.00542865742662289,2.26530756346893
FGFBP2_Q9BYJ0_OID30395_v1_Cardiometabolic_II.txt,FGFBP2,leisure_screen_time,Inverse variance weighted,17,0.0143819791008547,0.00518221571319837,0.0055158145183466,2.25839034637816
LTBR_P36941_OID20768_v1_Inflammation.txt,LTBR,leisure_screen_time,Inverse variance weighted,6,0.0269771133472054,0.00977717204147558,0.00579441447952431,2.23699044255785
CLEC3B_P05452_OID30756_v1_Inflammation_II.txt,CLEC3B,leisure_screen_time,Inverse variance weighted,15,0.0234667423316439,0.00852936294418988,0.00593612501516441,2.22649696136374
SIRT2_Q8IXJ6_OID21375_v1_Oncology.txt,SIRT2,leisure_screen_time,Inverse variance weighted,3,-0.0610205114324454,0.022231616050926,0.00605546592149747,2.21785243561744
WFIKKN1_Q96NZ8_OID20939_v1_Neurology.txt,WFIKKN1,leisure_screen_time,Inverse variance weighted,17,0.0185445038304658,0.00679918232809506,0.00638238246159216,2.19501717444803
CD302_Q8IX05_OID21328_v1_Oncology.txt,CD302,leisure_screen_time,Inverse variance weighted,6,-0.0294287249395481,0.0110952957871806,0.0079931135581107,2.0972840169675
PADI4_Q9UM07_OID20832_v1_Neurology.txt,PADI4,leisure_screen_time,Inverse variance weighted,14,-0.0245633975935035,0.00933106071889656,0.00847755967386607,2.07172914452368
EFNA4_P52798_OID20935_v1_Neurology.txt,EFNA4,leisure_screen_time,Inverse variance weighted,2,-0.133897277148128,0.0509021413775274,0.00852633401917251,2.0692376578674
GBP2_P32456_OID20489_v1_Inflammation.txt,GBP2,leisure_screen_time,Inverse variance weighted,4,0.0617192454603109,0.0235624298450854,0.00880866028833657,2.05509013853754
MILR1_Q7Z6M3_OID20482_v1_Inflammation.txt,MILR1,leisure_screen_time,Inverse variance weighted,23,0.010833493683636,0.00418372394048213,0.00961327369331306,2.01712869299391
SRP14_P37108_OID21324_v1_Oncology.txt,SRP14,leisure_screen_time,Wald ratio,1,0.206695851975148,0.079834905789343,0.00962436077848095,2.01662810541398
CD244_Q9BZW8_OID20628_v1_Inflammation.txt,CD244,leisure_screen_time,Inverse variance weighted,6,-0.0213075576854582,0.00830236605823959,0.0102747209922839,1.98822996245984
CR1_P17927_OID30697_v1_Inflammation_II.txt,CR1,leisure_screen_time,Inverse variance weighted,2,-0.0353322457333344,0.0138580723076612,0.0107853170702678,1.96716708284298
CXCL8_P10145_OID20631_v1_Inflammation.txt,CXCL8,leisure_screen_time,Inverse variance weighted,6,-0.0573413681874315,0.0225288993874457,0.010920387105186,1.96176196651531
NPTXR_O95502_OID20191_v1_Cardiometabolic.txt,NPTXR,leisure_screen_time,Inverse variance weighted,18,-0.0117142535964007,0.00461224105813148,0.0110910116740781,1.95502883758118
ALCAM_Q13740_OID20273_v1_Cardiometabolic.txt,ALCAM,leisure_screen_time,Inverse variance weighted,8,-0.0408800711511752,0.0161429096388222,0.0113289345957058,1.94581093046865
CXCL8_P10145_OID20997_v1_Neurology.txt,CXCL8,leisure_screen_time,Inverse variance weighted,6,-0.0593037898830472,0.0234650962036277,0.0114936962395161,1.93954028477716
SEMA6C_Q9H3T2_OID30531_v1_Inflammation_II.txt,SEMA6C,leisure_screen_time,Wald ratio,1,-0.104608170258815,0.0414825502750473,0.0116776273732625,1.93264538696432
EPO_P01588_OID20522_v1_Inflammation.txt,EPO,leisure_screen_time,Inverse variance weighted,5,0.0973140355489282,0.0385974923872768,0.0116937808774147,1.93204504840033
TNFRSF21_O75509_OID21052_v1_Neurology.txt,TNFRSF21,leisure_screen_time,Inverse variance weighted,10,-0.027914675349769,0.0110744382094288,0.0117141526163754,1.93128912211974
CEMIP2_Q9UHN6_OID30499_v1_Inflammation_II.txt,CEMIP2,leisure_screen_time,Inverse variance weighted,4,-0.0564176633212471,0.0223869520046763,0.0117316948706621,1.93063924109815
TXNDC9_O14530_OID31121_v1_Neurology_II.txt,TXNDC9,leisure_screen_time,Inverse variance weighted,5,-0.20471899506444,0.0813233170391282,0.011824236627965,1.92722688771184
CCL26_Q9Y258_OID20546_v1_Inflammation.txt,CCL26,leisure_screen_time,Inverse variance weighted,10,0.0205286799235969,0.00817595219389328,0.0120437091661261,1.9192397404618
PTN_P21246_OID20083_v1_Cardiometabolic.txt,PTN,leisure_screen_time,Inverse variance weighted,5,-0.0494597792103862,0.0197112225844166,0.0120998355531447,1.91722053206761
