"exposure","outcome","Inverse_variance_weighted_nsnp","Inverse_variance_weighted_b","Inverse_variance_weighted_se","Inverse_variance_weighted_pval","Weighted_median_nsnp","Weighted_median_b","Weighted_median_se","Weighted_median_pval","Weighted_mode_nsnp","Weighted_mode_b","Weighted_mode_se","Weighted_mode_pval","Simple_mode_nsnp","Simple_mode_b","Simple_mode_se","Simple_mode_pval","MR_Egger_nsnp","MR_Egger_b","MR_Egger_se","MR_Egger_pval","Wald_ratio_nsnp","Wald_ratio_b","Wald_ratio_se","Wald_ratio_pval","exposure2","b","-LOG10P"
"A1BG_P04217_OID30771_v1_Inflammation_II","acc_425",11,-0.00553932432009923,0.0136629707133954,0.685164361979265,11,-0.0039011807321851,0.0163309712532928,0.81119681484102,11,-0.00406819552203547,0.014950642432494,0.791074249099609,11,0.0075327450786723,0.0239185332527412,0.75928539806018,11,-0.0168031020597207,0.0221984621421613,0.468432640599399,NA,NA,NA,NA,"A1BG",-0.00553932432009923,0.164205234437209
"AAMDC_Q9H7C9_OID30236_v1_Cardiometabolic_II","acc_425",21,-0.0019766319476498,0.00194716581956495,0.310042514292252,21,-0.00297589352838009,0.00243457467663364,0.221576669294253,21,-0.00168922820743911,0.0022168920039227,0.45496437703918,21,0.00118498219255875,0.00405877105240702,0.773327237812139,21,-0.00476919595349516,0.00375265939835836,0.219110265060517,NA,NA,NA,NA,"AAMDC",-0.0019766319476498,0.508578749854247
"AARSD1_Q9BTE6_OID21311_v1_Oncology","acc_425",12,-0.0311564643402887,0.0169144119393577,0.0654741333390922,12,-0.0526976046067244,0.0220153606474134,0.0166805503310666,12,-0.0521058763945494,0.0274476157516585,0.0841815668266981,12,-0.0509152772861101,0.0330979899160196,0.152224685943755,12,0.0098027607944807,0.100930423447959,0.924546991829962,NA,NA,NA,NA,"AARSD1",-0.0311564643402887,1.18393024148678
"ABCA2_Q9BZC7_OID30146_v1_Cardiometabolic_II","acc_425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABCA2",NA,NA
"ABHD14B_Q96IU4_OID20921_v1_Neurology","acc_425",12,-0.00565471644960459,0.00701413646786036,0.420134144585088,12,-0.00285314016260326,0.00859329104065646,0.739874537396849,12,-0.00120532865035972,0.00837427314557372,0.888156923351152,12,0.00266548440820555,0.0115445461771516,0.821640845136589,12,0.00233188583813364,0.0107421727485083,0.832512662131338,NA,NA,NA,NA,"ABHD14B",-0.00565471644960459,0.376612021622444
"ABL1_P00519_OID21280_v1_Oncology","acc_425",3,-0.0212019844939597,0.0454500932707852,0.640865268562392,3,0.00114216331166962,0.0364029814047537,0.974970045333325,3,0.00126752851653175,0.0365233842293184,0.975467545542942,3,0.00170928164273457,0.0385171662278177,0.968636061716043,3,-1.72087205350743,0.87604738640913,0.299770666023679,NA,NA,NA,NA,"ABL1",-0.0212019844939597,0.193233264194403
"ACAA1_P09110_OID21269_v1_Oncology","acc_425",7,-0.0242580823730125,0.0206324307448973,0.239704441525387,7,-0.0361626290967024,0.0278073400794078,0.193439715802018,7,-0.0371942584682074,0.0293083887388144,0.251423213831794,7,-0.0361347721468062,0.041742573608752,0.419939591739344,7,-0.0150207950272148,0.0586826863873025,0.808173963483502,NA,NA,NA,NA,"ACAA1",-0.0242580823730125,0.620323918773622
"ACADM_P11310_OID31277_v1_Oncology_II","acc_425",8,-0.0407070432709803,0.019875936654234,0.0405544536575998,8,-0.0366826059924853,0.022499389789734,0.103020731451406,8,-0.0406334869103566,0.0209702993802526,0.0938566860861515,8,-0.0167638267811499,0.0328251792370242,0.625268343131935,8,-0.0474722178573293,0.0567609571681255,0.434993141865067,NA,NA,NA,NA,"ACADM",-0.0407070432709803,1.39196144496183
"ACADSB_P45954_OID30356_v1_Cardiometabolic_II","acc_425",5,-0.00488015742386415,0.0164032172219845,0.766075486767668,5,0.0058892931607237,0.0178408348608385,0.741322981375217,5,0.00652829055728207,0.0196234438666636,0.756082059378882,5,-0.00943194505528352,0.0350168419584088,0.800980521837078,5,0.0178978822017463,0.0293164142347588,0.584666913399885,NA,NA,NA,NA,"ACADSB",-0.00488015742386415,0.115728434190622
"ACAN_P16112_OID20159_v1_Cardiometabolic","acc_425",8,0.0505108910856098,0.0282724001818675,0.0740054745734716,8,0.0118219440426906,0.0332042225119316,0.721812579542104,8,0.0237461664921317,0.035831207709461,0.528717816669229,8,0.0128973319680696,0.0634804657243086,0.844781704099636,8,0.0943523592476443,0.0870215546349699,0.319891307772394,NA,NA,NA,NA,"ACAN",0.0505108910856098,1.13073615203786
"ACE_P12821_OID30696_v1_Inflammation_II","acc_425",29,-0.000519924992796141,0.00455463029359594,0.909116459958067,29,0.000672385131431656,0.00695867226629958,0.923023811523267,29,-0.0112097986860951,0.00726059977337996,0.133835400561872,29,0.0111718045223045,0.0107040242271064,0.305551299426541,29,-0.00791472292087326,0.00900649498565875,0.38727484346321,NA,NA,NA,NA,"ACE",-0.000519924992796141,0.0413804790690801
"ACHE_P22303_OID30585_v1_Inflammation_II","acc_425",15,-0.00260692138079416,0.00869979365093963,0.76444166717653,15,-0.00414322276599154,0.011038515402085,0.707405843204551,15,-0.00380796451620219,0.0105083747406145,0.722484184943382,15,-0.00273418721130536,0.0187689161715023,0.886253548134304,15,-0.0149265111313258,0.0214090718270759,0.497954097982766,NA,NA,NA,NA,"ACHE",-0.00260692138079416,0.116655649021966
"ACOT13_Q9NPJ3_OID31522_v1_Oncology_II","acc_425",3,0.00384585337870099,0.0675712374057554,0.954612476271837,3,0.0195463676494565,0.0581815112031672,0.736904826154821,3,-0.0870540600068365,0.0689489841895399,0.334014793920425,3,0.103642288490915,0.10240794768818,0.418038345709839,3,0.236495057617518,0.13886301371963,0.338002395845023,NA,NA,NA,NA,"ACOT13",0.00384585337870099,0.0201728939372945
"ACOX1_Q15067_OID20124_v1_Cardiometabolic","acc_425",3,0.0531241887945399,0.0437862636460325,0.225029849826313,3,0.0635232716146397,0.0462335884354653,0.1694529562115,3,0.0646935255422224,0.0509616308006219,0.332005871657589,3,0.0624845203946249,0.0571670041201532,0.388476891221188,3,0.797428237509511,0.804097917932299,0.502651237303198,NA,NA,NA,NA,"ACOX1",0.0531241887945399,0.647759869644127
"ACP1_P24666_OID30524_v1_Inflammation_II","acc_425",16,0.00376190783865541,0.00508489715330833,0.459409314035993,16,0.00361478289713127,0.00691380072931025,0.601088487767842,16,0.00376928208511793,0.00589679280024007,0.532327861613499,16,0.00376928208511793,0.0095262852745539,0.697917778624408,16,-0.000974767223264073,0.00998412692509017,0.923608751421738,NA,NA,NA,NA,"ACP1",0.00376190783865541,0.337800204192296
"ACP5_P13686_OID20314_v1_Cardiometabolic","acc_425",19,0.00102489503510963,0.0123460848836658,0.933840591549286,19,-0.000572457593137385,0.0115054490015634,0.960317351503861,19,-0.00418216121192128,0.00998710772254611,0.680348749617711,19,0.0293941126422052,0.0224565227958873,0.207021915582016,19,-0.00511393432930698,0.0225595435087175,0.823371249128455,NA,NA,NA,NA,"ACP5",0.00102489503510963,0.0297272523770213
"ACP6_Q9NPH0_OID21432_v1_Oncology","acc_425",15,0.00181113316664723,0.00624069618175589,0.771653045577151,15,-0.00366178770841254,0.00905827736302022,0.68603058701327,15,-0.0118998042180183,0.0102992023560373,0.267261644079972,15,0.000155240771469903,0.0147311880770835,0.991740556945378,15,-0.0194794062429698,0.0128889322507323,0.154626353260006,NA,NA,NA,NA,"ACP6",0.00181113316664723,0.112577925391035
"ACRBP_Q8NEB7_OID31385_v1_Oncology_II","acc_425",6,0.0273667245351659,0.0205764252368669,0.183517006796755,6,0.0255606396917635,0.0232473919470346,0.271547554061153,6,0.0234431337622534,0.0249049718773773,0.389767797784107,6,0.0319156804100531,0.0369185211834632,0.426838165997065,6,0.0242499829773903,0.0460174311586517,0.626084025868646,NA,NA,NA,NA,"ACRBP",0.0273667245351659,0.736323682824747
"ACRV1_P26436_OID30513_v1_Inflammation_II","acc_425",3,-0.0391137895507399,0.0484329274633772,0.419328527939355,3,-0.0299047413048348,0.0539263437275247,0.579203925556305,3,-0.0226217756523142,0.0632322551615078,0.754753268239721,3,-0.0277935289435519,0.0682255038007419,0.723196172568014,3,2.40181012282472,3.56107772967275,0.622242758602284,NA,NA,NA,NA,"ACRV1",-0.0391137895507399,0.377445590481746
"ACTA2_P62736_OID20079_v1_Cardiometabolic","acc_425",3,-0.104077320603025,0.061320816690704,0.0896476662052741,3,-0.127672116217933,0.0645873598133816,0.0480715546982765,3,-0.128029338408094,0.0667576130671406,0.195160711807969,3,-0.126816583780059,0.100652797009144,0.334792409154751,3,-5.62676724887335,15.1005970352557,0.772929528356834,NA,NA,NA,NA,"ACTA2",-0.104077320603025,1.0474610119285
"ACVRL1_P37023_OID20999_v1_Neurology","acc_425",16,0.0110693687095828,0.0113984806159166,0.331485196246138,16,0.00749152932723847,0.00957189551756225,0.433827436736964,16,0.00940964505087993,0.00872678245015985,0.297957494064569,16,0.0218929702808471,0.0204904478515089,0.302212507774795,16,0.0248469489990028,0.0151494074663542,0.1232461756384,NA,NA,NA,NA,"ACVRL1",0.0110693687095828,0.479535861926393
"ACY1_Q03154_OID20137_v1_Cardiometabolic","acc_425",9,-0.00337303506528765,0.00410140296364538,0.410843554655279,9,-0.00340626413866033,0.00378121125237177,0.367673706687495,9,-0.00243830871140877,0.0035589984953441,0.51263194879651,9,-0.032147213086587,0.0178461791096455,0.109327199705264,9,0.000508244035721409,0.00557546840075417,0.929921419400883,NA,NA,NA,NA,"ACY1",-0.00337303506528765,0.386323521881554
"ACY3_Q96HD9_OID30086_v1_Cardiometabolic_II","acc_425",14,-0.000620029930681066,0.00780006822402864,0.936642629595337,14,-0.00124747457882336,0.0106933580908759,0.907130421143763,14,-0.00148584670041355,0.00963614050114319,0.879823896832479,14,-0.00498541911398573,0.0157602800779986,0.756775334404372,14,-0.0200497229000753,0.0191235327207884,0.315097491469172,NA,NA,NA,NA,"ACY3",-0.000620029930681066,0.0284260799762075
