file_name,exposure,outcome,method,nsnp,b,se,pval,-Log10P
DBN1_Q16643_OID30549_v1_Inflammation_II.txt,DBN1,vpa,Wald ratio,1,-0.104827681749398,0.0282307807071762,0.000204622166578919,3.68904732125213
IMPA1_P29218_OID20907_v1_Neurology.txt,IMPA1,vpa,Inverse variance weighted,13,-0.00846226920516685,0.00261973946677627,0.00123705834292508,2.90760981741784
LIPF_P07098_OID30266_v1_Cardiometabolic_II.txt,LIPF,vpa,Inverse variance weighted,12,-0.00854308694515665,0.0026492151283468,0.00126077655078656,2.89936187723294
NINJ1_Q92982_OID21167_v1_Oncology.txt,NINJ1,vpa,Inverse variance weighted,8,0.014966002486941,0.00467485612891618,0.00136769855003528,2.86400961349514
SERPINI2_O75830_OID31504_v1_Oncology_II.txt,SERPINI2,vpa,Inverse variance weighted,6,-0.00755049536737417,0.00239361325930108,0.001608096732953,2.79368783038599
NUB1_Q9Y5A7_OID20510_v1_Inflammation.txt,NUB1,vpa,Inverse variance weighted,3,0.0216427449596294,0.00695373795446833,0.00185579114584158,2.73147090166907
FLT3_P36888_OID21272_v1_Oncology.txt,FLT3,vpa,Inverse variance weighted,8,0.0256175236155693,0.00834084645423038,0.00213104767420527,2.67140683446568
SUGP1_Q8IWZ8_OID31524_v1_Oncology_II.txt,SUGP1,vpa,Inverse variance weighted,7,-0.00813701767896994,0.00272326932125487,0.00280847024441236,2.55153017308959
PLA2G15_Q8NCC3_OID21473_v1_Oncology.txt,PLA2G15,vpa,Inverse variance weighted,23,0.00525034225106216,0.00185874359177335,0.00473289371336013,2.32487324837787
APOE_P02649_OID30727_v1_Inflammation_II.txt,APOE,vpa,Inverse variance weighted,27,-0.00387385198711158,0.00138113258405598,0.00503420067545385,2.29806947641078
GNAS_O95467_OID31008_v1_Neurology_II.txt,GNAS,vpa,Inverse variance weighted,2,0.040343089074932,0.0146831304331903,0.0060036691404132,2.22158324954871
CCL2_P13500_OID21004_v1_Neurology.txt,CCL2,vpa,Inverse variance weighted,6,0.0392648808143713,0.0143500724018695,0.00621504382950929,2.20655580429556
LY96_Q9Y6Y9_OID20945_v1_Neurology.txt,LY96,vpa,Inverse variance weighted,3,-0.0416006750023414,0.0153866111515384,0.00685735834833139,2.16384315480231
RTN4R_Q9BZR6_OID21424_v1_Oncology.txt,RTN4R,vpa,Inverse variance weighted,17,0.00662281685571851,0.00245540112552633,0.00699159425267245,2.15542378331108
ANXA3_P12429_OID21036_v1_Neurology.txt,ANXA3,vpa,Inverse variance weighted,7,0.0267667600285807,0.0100239270599625,0.0075786485094133,2.1204082346365
PTPRC_P08575_OID30380_v1_Cardiometabolic_II.txt,PTPRC,vpa,Inverse variance weighted,4,-0.0155289303877804,0.00582183343392397,0.00764495470349993,2.11662508344699
CD101_Q93033_OID31480_v1_Oncology_II.txt,CD101,vpa,Inverse variance weighted,18,0.00298405699720425,0.00112245125082155,0.00784851283460141,2.10521262719273
FGR_P09769_OID20828_v1_Neurology.txt,FGR,vpa,Inverse variance weighted,6,-0.0211926634689676,0.00799333813301916,0.00801847812437229,2.0959080512801
CPQ_Q9Y646_OID30406_v1_Cardiometabolic_II.txt,CPQ,vpa,Inverse variance weighted,15,0.0061761345649763,0.00233547486695428,0.008181467954117,2.08716876635611
DNAJB1_P25685_OID21363_v1_Oncology.txt,DNAJB1,vpa,Wald ratio,1,0.0659283413084383,0.0250254514728353,0.00842733113829364,2.07430994084698
FN1_P02751_OID30787_v1_Inflammation_II.txt,FN1,vpa,Inverse variance weighted,3,-0.013326806154076,0.00508892951820081,0.00882438565062203,2.0543155202554
SPINK8_P0C7L1_OID30153_v1_Cardiometabolic_II.txt,SPINK8,vpa,Inverse variance weighted,16,0.00494318795427023,0.00188973909919682,0.00890175212345215,2.05052450316917
CNDP1_Q96KN2_OID20347_v1_Cardiometabolic.txt,CNDP1,vpa,Inverse variance weighted,15,-0.00480159079729174,0.00184450947222036,0.00923633545890074,2.03450030211868
CD8A_P01732_OID21018_v1_Neurology.txt,CD8A,vpa,Inverse variance weighted,12,-0.00496560642351872,0.00190796848452305,0.00925300618153219,2.03371714769913
RARRES2_Q99969_OID20373_v1_Cardiometabolic.txt,RARRES2,vpa,Inverse variance weighted,3,-0.0170933421890949,0.00658118220994509,0.00939582560276742,2.02706505282022
CCL7_P80098_OID20523_v1_Inflammation.txt,CCL7,vpa,Inverse variance weighted,9,-0.017783336720964,0.00691042510697375,0.0100702691115096,1.99695892347995
DPY30_Q9C005_OID21410_v1_Oncology.txt,DPY30,vpa,Inverse variance weighted,7,-0.0287469235626558,0.0112387311409325,0.010532326016416,1.97747570625614
TMPRSS15_P98073_OID21364_v1_Oncology.txt,TMPRSS15,vpa,Inverse variance weighted,6,-0.0252598966061425,0.00995382714141976,0.0111581365388587,1.95240832855837
DAPK2_Q9UIK4_OID30505_v1_Inflammation_II.txt,DAPK2,vpa,Inverse variance weighted,15,-0.00972492762068062,0.00384976509354773,0.0115333574517164,1.93804424773587
CCL17_Q92583_OID20745_v1_Inflammation.txt,CCL17,vpa,Inverse variance weighted,10,0.00803288562204417,0.00324200327507884,0.0132212376049448,1.87872788979431
STX4_Q12846_OID21326_v1_Oncology.txt,STX4,vpa,Wald ratio,1,-0.0784056266020122,0.0317467104578895,0.0135217167710645,1.868968165135
CARHSP1_Q9Y2V2_OID20859_v1_Neurology.txt,CARHSP1,vpa,Inverse variance weighted,5,0.0330988562360366,0.0134635182014428,0.0139553506426702,1.85525924693861
NUMB_P49757_OID30568_v1_Inflammation_II.txt,NUMB,vpa,Inverse variance weighted,4,-0.0264247025341989,0.010832253286547,0.0147097799736544,1.83239382332566
FCRLB_Q6BAA4_OID21193_v1_Oncology.txt,FCRLB,vpa,Inverse variance weighted,12,-0.00564980863089486,0.00232175536039178,0.0149568921341129,1.82515863837159
PTPRM_P28827_OID20598_v1_Inflammation.txt,PTPRM,vpa,Inverse variance weighted,5,0.03113205940109,0.0128349033651757,0.0152840304282558,1.81576210636635
ADGRE2_Q9UHX3_OID20755_v1_Inflammation.txt,ADGRE2,vpa,Inverse variance weighted,10,0.00944687902401021,0.00389480883440083,0.0152870973581681,1.81567496854461
CXADR_P78310_OID20561_v1_Inflammation.txt,CXADR,vpa,Wald ratio,1,-0.0755473263849552,0.0312223858615611,0.0155353418808633,1.80867918493629
OGA_O60502_OID31465_v1_Oncology_II.txt,OGA,vpa,Inverse variance weighted,7,-0.0164326924880905,0.00683411648696555,0.0161942211462764,1.79063993434774
IL12RB1_P42701_OID20486_v1_Inflammation.txt,IL12RB1,vpa,Inverse variance weighted,9,-0.00801640398861127,0.00333772347614978,0.0163164995582466,1.78737300646425
PAM_P19021_OID20291_v1_Cardiometabolic.txt,PAM,vpa,Inverse variance weighted,20,0.00442186723356316,0.00184684175324401,0.0166527609692853,1.77851375168807
PPP2R5A_Q15172_OID31502_v1_Oncology_II.txt,PPP2R5A,vpa,Wald ratio,1,-0.0355785263969069,0.0149086222588338,0.0170124021048621,1.76923436085932
RABEPK_Q7Z6M1_OID21163_v1_Oncology.txt,RABEPK,vpa,Inverse variance weighted,6,-0.0115999493855056,0.00487623687274754,0.0173656467114028,1.76030903855744
IL17RA_Q96F46_OID21089_v1_Neurology.txt,IL17RA,vpa,Inverse variance weighted,18,-0.0033392441047456,0.00140666018153184,0.0176022147811222,1.75443268407764
ITGBL1_O95965_OID30408_v1_Cardiometabolic_II.txt,ITGBL1,vpa,Inverse variance weighted,20,0.00525994554189817,0.00224263244654767,0.0190049622815561,1.72113298798818
NAMPT_P43490_OID21227_v1_Oncology.txt,NAMPT,vpa,Wald ratio,1,-0.0678282605827943,0.0294741972771929,0.0213760397128972,1.67007275236154
MASP1_P48740_OID20954_v1_Neurology.txt,MASP1,vpa,Inverse variance weighted,6,-0.0123568095574127,0.00537036590547978,0.0213958666702622,1.66967011710296
ANG_P03950_OID20403_v1_Cardiometabolic.txt,ANG,vpa,Inverse variance weighted,9,0.00740741182841074,0.00321986668294992,0.0214180020550886,1.66922104409799
GRP_P07492_OID30264_v1_Cardiometabolic_II.txt,GRP,vpa,Inverse variance weighted,15,-0.00440565443928304,0.00194597219953324,0.0235749561633028,1.62754910614327
EPGN_Q6UW88_OID31373_v1_Oncology_II.txt,EPGN,vpa,Inverse variance weighted,2,0.0621542634471563,0.0274596941045592,0.0236065757576391,1.62696700476432
GPD1_P21695_OID31358_v1_Oncology_II.txt,GPD1,vpa,Inverse variance weighted,3,0.020855723452536,0.00927825618189496,0.0245885387974142,1.6092672789504
GALNT5_Q7Z7M9_OID30295_v1_Cardiometabolic_II.txt,GALNT5,vpa,Inverse variance weighted,7,-0.006578891385221,0.00292944178117842,0.0247178924912955,1.60698856102737
PCDH9_Q9HC56_OID31516_v1_Oncology_II.txt,PCDH9,vpa,Inverse variance weighted,17,-0.00768345251737729,0.00343348271145227,0.0252340072101258,1.59801377718532
RBPMS2_Q6ZRY4_OID30257_v1_Cardiometabolic_II.txt,RBPMS2,vpa,Inverse variance weighted,13,-0.011417196396275,0.00513513641850088,0.0261923286163613,1.58182588911658
MAX_P61244_OID20877_v1_Neurology.txt,MAX,vpa,Inverse variance weighted,3,0.0380791078192089,0.0171378730578951,0.0262882198691099,1.58023882154665
GALNT2_Q10471_OID21423_v1_Oncology.txt,GALNT2,vpa,Inverse variance weighted,4,0.0117725593092251,0.00530007002195032,0.026336859030721,1.57943602083076
ANGPT1_Q15389_OID20740_v1_Inflammation.txt,ANGPT1,vpa,Inverse variance weighted,2,-0.0420328599702162,0.0189977882331749,0.0269312152315532,1.56974404924537
CLEC5A_Q9NY25_OID20165_v1_Cardiometabolic.txt,CLEC5A,vpa,Inverse variance weighted,5,-0.0112288265238941,0.00512434384499118,0.0284321808190597,1.54618982756388
VWC2L_B2RUY7_OID31002_v1_Neurology_II.txt,VWC2L,vpa,Wald ratio,1,0.0338092003193756,0.0154962788298578,0.0291270641996686,1.53570328695274
REEP4_Q9H6H4_OID31028_v1_Neurology_II.txt,REEP4,vpa,Inverse variance weighted,4,0.00494849099656545,0.00226921336739582,0.0292050453328386,1.53454211530046
