file_name,exposure,outcome,method,nsnp,b,se,pval,P
CEACAM1_P13688_OID21528_v1_Oncology.txt,CEACAM1,mvpa,Inverse variance weighted,32,-0.00132820552231144,0.000593788368964712,0.0252972454528486,1.59692676537579
LRPAP1_P30533_OID21059_v1_Neurology.txt,LRPAP1,mvpa,Inverse variance weighted,75,-0.000148901240950452,0.000613388630051479,0.808197617539963,0.0924824341343662
LRP1_Q07954_OID21293_v1_Oncology.txt,LRP1,mvpa,Inverse variance weighted,91,-0.000857808310433049,0.000657066854707576,0.191718746609998,0.717335418936148
SGSH_P51688_OID30341_v1_Cardiometabolic_II.txt,SGSH,mvpa,Inverse variance weighted,90,-0.000609660313120805,0.000787368571695728,0.438752781910017,0.357780116875204
PDCD6_O75340_OID20163_v1_Cardiometabolic.txt,PDCD6,mvpa,Inverse variance weighted,38,0.000481357325708641,0.000801543476956149,0.548147736107737,0.261102375221293
CEACAM21_Q3KPI0_OID20548_v1_Inflammation.txt,CEACAM21,mvpa,Inverse variance weighted,41,0.000308113438352985,0.0008043763999109,0.701685402988919,0.15385755791226
LRRC37A2_A6NM11_OID31440_v1_Oncology_II.txt,LRRC37A2,mvpa,Inverse variance weighted,62,0.00067503938627112,0.000892907404215867,0.449648263246826,0.347127079696928
TNXB_P22105_OID21107_v1_Neurology.txt,TNXB,mvpa,Inverse variance weighted,76,0.000435232821270489,0.000909930913406977,0.632426634566138,0.198989848098586
GPNMB_Q14956_OID20173_v1_Cardiometabolic.txt,GPNMB,mvpa,Inverse variance weighted,34,-0.000666977202805077,0.000977261253224469,0.494925172944493,0.305460456488182
APOBR_Q0VD83_OID30246_v1_Cardiometabolic_II.txt,APOBR,mvpa,Inverse variance weighted,43,0.000447440262649107,0.00100667859041211,0.656701500185032,0.182631991598294
IL34_Q6ZMJ4_OID20809_v1_Neurology.txt,IL34,mvpa,Inverse variance weighted,36,0.00127595080375581,0.00100973359963119,0.206355344309316,0.685384279032798
SUSD2_Q9UGT4_OID21098_v1_Neurology.txt,SUSD2,mvpa,Inverse variance weighted,69,0.00213715316026645,0.00102778789105307,0.0375831900948158,1.42500635936655
CST7_O76096_OID20704_v1_Inflammation.txt,CST7,mvpa,Inverse variance weighted,92,0.000237999628041652,0.00103676042881612,0.818433014538054,0.0870168600601844
FCRL2_Q96LA5_OID20639_v1_Inflammation.txt,FCRL2,mvpa,Inverse variance weighted,118,-0.00119701423234916,0.0010861846412551,0.270446159131895,0.567919182015108
DDC_P20711_OID20215_v1_Cardiometabolic.txt,DDC,mvpa,Inverse variance weighted,39,0.000517236366066549,0.00114801382828727,0.652314703885348,0.185542831895576
SLITRK6_Q9H5Y7_OID20094_v1_Cardiometabolic.txt,SLITRK6,mvpa,Inverse variance weighted,41,-0.00108166267828485,0.0011823804237657,0.360287279626387,0.443351070893222
TPSAB1_Q15661_OID20642_v1_Inflammation.txt,TPSAB1,mvpa,Inverse variance weighted,65,0.00115705748040445,0.00120693227536209,0.337721794543987,0.471440911692787
PRSS53_Q2L4Q9_OID31093_v1_Neurology_II.txt,PRSS53,mvpa,Inverse variance weighted,88,0.00169817056954117,0.00123058148325337,0.167594620816938,0.775739924769057
ATRN_O75882-2_OID30735_v1_Inflammation_II.txt,ATRN,mvpa,Inverse variance weighted,30,0.000599914754118769,0.00124114164801942,0.628842130961018,0.201458369273138
FGL1_Q08830_OID30702_v1_Inflammation_II.txt,FGL1,mvpa,Inverse variance weighted,43,0.00105456299230483,0.00124801823822195,0.398116394998918,0.39998993718368
HLA-A_P04439_OID31048_v1_Neurology_II.txt,HLA-A,mvpa,Inverse variance weighted,85,-0.000726078983570925,0.00126011886365831,0.564480812757789,0.248350815572557
CRELD1_Q96HD1_OID30619_v1_Inflammation_II.txt,CRELD1,mvpa,Inverse variance weighted,32,0.000123974353391305,0.00128154373857508,0.922934229187566,0.0348292468816253
BTN3A2_P78410_OID20540_v1_Inflammation.txt,BTN3A2,mvpa,Inverse variance weighted,92,-0.000620289433917376,0.00129510142380583,0.631973865956143,0.199300880745636
ADGRB3_O60242_OID20974_v1_Neurology.txt,ADGRB3,mvpa,Inverse variance weighted,43,-0.000411216859864391,0.00131383769162351,0.754288953061079,0.122462252697349
ERBB3_P21860_OID20705_v1_Inflammation.txt,ERBB3,mvpa,Inverse variance weighted,47,0.000667685075397395,0.0013409648078735,0.618544699105754,0.208628910628986
KIR3DL1_P43629_OID21185_v1_Oncology.txt,KIR3DL1,mvpa,Inverse variance weighted,73,0.000620839462313748,0.00134670268855568,0.644793531831854,0.19057932775356
FOLR3_P41439_OID21485_v1_Oncology.txt,FOLR3,mvpa,Inverse variance weighted,73,0.00265247147369199,0.00134748694519569,0.0490153626595528,1.3096677797146
SUOX_P51687_OID31031_v1_Neurology_II.txt,SUOX,mvpa,Inverse variance weighted,22,-0.00198066775993061,0.001351066225787,0.142647344604894,0.845736308368457
RNASET2_O00584_OID20321_v1_Cardiometabolic.txt,RNASET2,mvpa,Inverse variance weighted,76,-0.000922689108538366,0.0013527146380044,0.495174573599958,0.305241663722866
IFNGR2_P38484_OID20941_v1_Neurology.txt,IFNGR2,mvpa,Inverse variance weighted,63,-0.0010546428664302,0.00135292857746306,0.435669987034959,0.36084235724134
CD200R1_Q8TD46_OID20595_v1_Inflammation.txt,CD200R1,mvpa,Inverse variance weighted,83,0.00137909363660858,0.00135679736063675,0.309423228967418,0.509447086132158
BST1_Q10588_OID21051_v1_Neurology.txt,BST1,mvpa,Inverse variance weighted,35,0.00139631678504338,0.00137998427464974,0.311616814789535,0.506379115911915
CPVL_Q9H3G5_OID21435_v1_Oncology.txt,CPVL,mvpa,Inverse variance weighted,106,0.000904750694545464,0.00138527606108125,0.513679294820614,0.289307939290998
CD109_Q6YHK3_OID21108_v1_Neurology.txt,CD109,mvpa,Inverse variance weighted,63,0.00162477859431023,0.00140040642643548,0.245959522178587,0.609136359323131
CLSTN2_Q9H4D0_OID20664_v1_Inflammation.txt,CLSTN2,mvpa,Inverse variance weighted,29,-0.000312679613017646,0.00144986761663382,0.829252157643918,0.0813133898095311
CD7_P09564_OID30543_v1_Inflammation_II.txt,CD7,mvpa,Inverse variance weighted,40,0.00141681606498449,0.00145088944096455,0.32880905795012,0.483056227130862
TCTN3_Q6NUS6_OID30326_v1_Cardiometabolic_II.txt,TCTN3,mvpa,Inverse variance weighted,76,0.000393718746058775,0.00145272582219081,0.786375123848547,0.104370233408608
COL28A1_Q2UY09_OID30969_v1_Neurology_II.txt,COL28A1,mvpa,Inverse variance weighted,47,0.00166630474521206,0.00145351141353642,0.25162989305955,0.599237766964289
KIR2DL3_P43628_OID21196_v1_Oncology.txt,KIR2DL3,mvpa,Inverse variance weighted,87,0.00181416608281483,0.00145589702525337,0.212734543043425,0.672161985249555
AFAP1_Q8N556_OID30569_v1_Inflammation_II.txt,AFAP1,mvpa,Inverse variance weighted,38,-0.000102625444254231,0.0014792526528438,0.944689895067048,0.0247107300763034
GC_P02774_OID30780_v1_Inflammation_II.txt,GC,mvpa,Inverse variance weighted,55,0.00167417016684942,0.00148791451646374,0.260513190319587,0.584170282583319
ZP3_P21754_OID30265_v1_Cardiometabolic_II.txt,ZP3,mvpa,Inverse variance weighted,76,-0.000418670016234079,0.001491950981268,0.779002526405075,0.108461133852463
PROS1_P07225_OID30737_v1_Inflammation_II.txt,PROS1,mvpa,Inverse variance weighted,36,-0.00175932179151869,0.00149385116272883,0.2389126823957,0.621760795631967
MST1_P26927_OID30713_v1_Inflammation_II.txt,MST1,mvpa,Inverse variance weighted,109,0.00212278499634022,0.00149547361046167,0.155761049271112,0.807541135890188
LRRN1_Q6UXK5_OID20438_v1_Inflammation.txt,LRRN1,mvpa,Inverse variance weighted,52,-0.000493760351841947,0.00149641302469433,0.741428211917028,0.129930892751044
PROCR_Q9UNN8_OID30149_v1_Cardiometabolic_II.txt,PROCR,mvpa,Inverse variance weighted,28,-0.000434546370745445,0.00149694655392534,0.771595535406214,0.112610293928691
SIRPA_P78324_OID20304_v1_Cardiometabolic.txt,SIRPA,mvpa,Inverse variance weighted,38,-0.000808980183750084,0.00151395814889356,0.593100937191668,0.226871389713338
NAAA_Q02083_OID20931_v1_Neurology.txt,NAAA,mvpa,Inverse variance weighted,108,-0.00129148478887156,0.00153636741939597,0.400566829508002,0.397325016994721
BLMH_Q13867_OID20336_v1_Cardiometabolic.txt,BLMH,mvpa,Inverse variance weighted,62,-0.00143497697541807,0.00154445649023821,0.352829732017775,0.452434825163825
TCN2_P20062_OID20341_v1_Cardiometabolic.txt,TCN2,mvpa,Inverse variance weighted,43,-0.000488506805187307,0.00155826845216393,0.753905868330397,0.122682876168342
CLEC7A_Q9BXN2_OID20636_v1_Inflammation.txt,CLEC7A,mvpa,Inverse variance weighted,30,0.00370378269605057,0.00156312904979534,0.0178137448336369,1.74924477286555
