file_name,exposure,outcome,method,nsnp,b,se,pval,-Log10P
CEACAM1_P13688_OID21528_v1_Oncology.txt,CEACAM1,mvpa_leisure_time,Inverse variance weighted,33,-0.000984046791337725,0.00103886388937887,0.343519752823567,0.464048285400256
LRPAP1_P30533_OID21059_v1_Neurology.txt,LRPAP1,mvpa_leisure_time,Inverse variance weighted,79,-0.00145034406788041,0.00118046657638739,0.219214560236477,0.659130603379496
LRP1_Q07954_OID21293_v1_Oncology.txt,LRP1,mvpa_leisure_time,Inverse variance weighted,93,-0.00253874308214687,0.00118800878252903,0.0326001610245282,1.48678025478202
SGSH_P51688_OID30341_v1_Cardiometabolic_II.txt,SGSH,mvpa_leisure_time,Inverse variance weighted,94,-0.00174547278915907,0.00119373322783776,0.143687315060108,0.842581570366559
CEACAM21_Q3KPI0_OID20548_v1_Inflammation.txt,CEACAM21,mvpa_leisure_time,Inverse variance weighted,43,0.00080160559343125,0.00135293134357187,0.553518902209022,0.256867543737553
APOBR_Q0VD83_OID30246_v1_Cardiometabolic_II.txt,APOBR,mvpa_leisure_time,Inverse variance weighted,49,-0.000313701553474387,0.00142708408737172,0.826011381368373,0.0830139686221994
LRRC37A2_A6NM11_OID31440_v1_Oncology_II.txt,LRRC37A2,mvpa_leisure_time,Inverse variance weighted,64,0.000766401493468731,0.00143982851229903,0.594527477916283,0.225828068325963
TNXB_P22105_OID21107_v1_Neurology.txt,TNXB,mvpa_leisure_time,Inverse variance weighted,76,0.00154095200321067,0.00159727090380024,0.334674781603121,0.475377011344738
CST7_O76096_OID20704_v1_Inflammation.txt,CST7,mvpa_leisure_time,Inverse variance weighted,93,-0.00048844254686325,0.00165001288955106,0.767212155099119,0.115084525166568
IFNGR2_P38484_OID20941_v1_Neurology.txt,IFNGR2,mvpa_leisure_time,Inverse variance weighted,63,0.00287286400043139,0.00168322558654463,0.0878664602655475,1.05617686896809
TCTN3_Q6NUS6_OID30326_v1_Cardiometabolic_II.txt,TCTN3,mvpa_leisure_time,Inverse variance weighted,78,0.00270504773756375,0.00172745926709425,0.117369417806291,0.93044504966577
CLSTN2_Q9H4D0_OID20664_v1_Inflammation.txt,CLSTN2,mvpa_leisure_time,Inverse variance weighted,31,-0.00189977759680632,0.00174791170247525,0.277087993785425,0.557382291777144
GPNMB_Q14956_OID20173_v1_Cardiometabolic.txt,GPNMB,mvpa_leisure_time,Inverse variance weighted,34,0.000464543036332592,0.00176663353668959,0.792586173409462,0.100953508161747
DDC_P20711_OID20215_v1_Cardiometabolic.txt,DDC,mvpa_leisure_time,Inverse variance weighted,42,0.000231693027295441,0.00180036704846662,0.897601281854234,0.0469165358764355
PDCD6_O75340_OID20163_v1_Cardiometabolic.txt,PDCD6,mvpa_leisure_time,Inverse variance weighted,41,0.000545423134704851,0.00182704568841625,0.765300693637194,0.116167893043644
HLA-A_P04439_OID31048_v1_Neurology_II.txt,HLA-A,mvpa_leisure_time,Inverse variance weighted,91,3.65341496165291e-05,0.00183949896003787,0.984154316873664,0.00693679820271855
BLMH_Q13867_OID20336_v1_Cardiometabolic.txt,BLMH,mvpa_leisure_time,Inverse variance weighted,65,-0.00013315287207405,0.00185927821066993,0.942908018657523,0.0255306709295231
ATRN_O75882-2_OID30735_v1_Inflammation_II.txt,ATRN,mvpa_leisure_time,Inverse variance weighted,30,-0.000945817062790194,0.00192212404942214,0.622670785410149,0.205741510114157
SPINK4_O60575_OID20509_v1_Inflammation.txt,SPINK4,mvpa_leisure_time,Inverse variance weighted,53,0.00173499889955559,0.00196032882040749,0.37612694748094,0.424665550589753
KIR2DL3_P43628_OID21196_v1_Oncology.txt,KIR2DL3,mvpa_leisure_time,Inverse variance weighted,96,0.00464379775152401,0.00197467129460037,0.0186887746803049,1.72841917197734
FOLR3_P41439_OID21485_v1_Oncology.txt,FOLR3,mvpa_leisure_time,Inverse variance weighted,79,-0.000816790967601415,0.00197562061653179,0.679287840350078,0.167946159465107
CTSH_P09668_OID20113_v1_Cardiometabolic.txt,CTSH,mvpa_leisure_time,Inverse variance weighted,50,0.00539420234496248,0.00198805083682243,0.00666143391973602,2.17643227587488
ERBB3_P21860_OID20705_v1_Inflammation.txt,ERBB3,mvpa_leisure_time,Inverse variance weighted,50,0.00263970294518972,0.0020105101084,0.189199177089676,0.723080756867577
LGALS3_P17931_OID20284_v1_Cardiometabolic.txt,LGALS3,mvpa_leisure_time,Inverse variance weighted,62,0.00019093593173996,0.00201741443422605,0.924597694211812,0.0340471939525933
IL34_Q6ZMJ4_OID20809_v1_Neurology.txt,IL34,mvpa_leisure_time,Inverse variance weighted,38,0.00442260031255571,0.00208509320294049,0.0339170552414351,1.46958186124763
