file_name,outcome,exposure,method,nsnp,b,se,pval,-Log10P
LILRB5_O75023_OID20324_v1_Cardiometabolic.txt,LILRB5,leisure_screen_time,Inverse variance weighted,103,0.068226863,0.017384679,8.69e-05,4.06098022355133
MICB_MICA_Q29980_Q29983_OID20593_v1_Inflammation.txt,MICB,leisure_screen_time,Inverse variance weighted,103,0.098088335,0.017457034,1.92e-08,7.71669877129645
CD33_P20138_OID21472_v1_Oncology.txt,CD33,leisure_screen_time,Inverse variance weighted,103,0.022476927,0.018187399,0.216513718,0.664514582160664
TLR3_O15455_OID20612_v1_Inflammation.txt,TLR3,leisure_screen_time,Inverse variance weighted,103,0.033082238,0.01823802,0.069690645,1.15682551598456
SIRPA_P78324_OID20304_v1_Cardiometabolic.txt,SIRPA,leisure_screen_time,Inverse variance weighted,103,0.064021429,0.018243417,0.000449306,3.34745778183098
DKKL1_Q9UK85_OID21313_v1_Oncology.txt,DKKL1,leisure_screen_time,Inverse variance weighted,103,-0.042056352,0.018506157,0.023052712,1.63727797537839
PSCA_O43653_OID31493_v1_Oncology_II.txt,PSCA,leisure_screen_time,Inverse variance weighted,103,-0.007194725,0.018886042,0.703236935,0.152898327573872
CFHR2_P36980_OID30720_v1_Inflammation_II.txt,CFHR2,leisure_screen_time,Inverse variance weighted,103,0.044702933,0.019553831,0.022245658,1.65275474381377
INSL3_P51460_OID31129_v1_Neurology_II.txt,INSL3,leisure_screen_time,Inverse variance weighted,103,-0.033882022,0.020273836,0.09467841,1.02374904408922
CCL24_O00175_OID20772_v1_Inflammation.txt,CCL24,leisure_screen_time,Inverse variance weighted,103,0.048471505,0.020495616,0.01803156,1.74396669867505
PNLIPRP2_P54317_OID20775_v1_Inflammation.txt,PNLIPRP2,leisure_screen_time,Inverse variance weighted,103,0.008323316,0.020690686,0.687482715,0.162738216587865
IL6R_P08887_OID20385_v1_Cardiometabolic.txt,IL6R,leisure_screen_time,Inverse variance weighted,103,0.064131274,0.020729487,0.001976625,2.70407571605732
GC_P02774_OID30780_v1_Inflammation_II.txt,GC,leisure_screen_time,Inverse variance weighted,103,0.018889609,0.020777003,0.36326596,0.439775295990256
ACRV1_P26436_OID30513_v1_Inflammation_II.txt,ACRV1,leisure_screen_time,Inverse variance weighted,103,-0.015432745,0.020995964,0.462318853,0.335058396012665
GSTT2B_P0CG30_OID31097_v1_Neurology_II.txt,GSTT2B,leisure_screen_time,Inverse variance weighted,103,0.060308617,0.021014128,0.00410591,2.38659057443249
