"exposure","outcome","Inverse_variance_weighted_nsnp","Inverse_variance_weighted_b","Inverse_variance_weighted_se","Inverse_variance_weighted_pval","Weighted_median_nsnp","Weighted_median_b","Weighted_median_se","Weighted_median_pval","Weighted_mode_nsnp","Weighted_mode_b","Weighted_mode_se","Weighted_mode_pval","Simple_mode_nsnp","Simple_mode_b","Simple_mode_se","Simple_mode_pval","MR_Egger_nsnp","MR_Egger_b","MR_Egger_se","MR_Egger_pval","Wald_ratio_nsnp","Wald_ratio_b","Wald_ratio_se","Wald_ratio_pval","outcome2","-LOG10P"
"mvpa_leisure_time","A1BG_P04217_OID30771_v1_Inflammation_II",110,-0.0870290525760231,0.0380906762547166,0.0223253655061141,110,-0.0843627202734989,0.0513246217325121,0.10023641616977,110,0.0153964024032951,0.121292684360924,0.899224959432014,110,-0.179561523155698,0.134111345216267,0.183389247451888,110,-0.0753006680614561,0.125313981536796,0.549168310734075,NA,NA,NA,NA,"A1BG",1.65120142220474
"mvpa_leisure_time","AAMDC_Q9H7C9_OID30236_v1_Cardiometabolic_II",110,-0.0801951346673275,0.0369925285047926,0.0301682870581817,110,-0.0613714665386685,0.050321540937174,0.222621707686283,110,-0.029156915035109,0.125176217461567,0.816254958970387,110,-0.0348512560538345,0.14267500133506,0.807480744171036,110,-0.0191745656513764,0.121682892300493,0.875083453871707,NA,NA,NA,NA,"AAMDC",1.52044934817101
"mvpa_leisure_time","AARSD1_Q9BTE6_OID21311_v1_Oncology",110,-0.0554856549253392,0.0380751912241108,0.145043161689428,110,-0.0724141946096493,0.0539701124063117,0.179678293352765,110,-0.0463126902855142,0.135178383276665,0.732555985512936,110,-0.0740084127027398,0.142705071691543,0.60508332421169,110,-0.0704089120210782,0.125318981126359,0.575390820920151,NA,NA,NA,NA,"AARSD1",0.838502741942703
"mvpa_leisure_time","ABCA2_Q9BZC7_OID30146_v1_Cardiometabolic_II",110,-0.041483131935772,0.0421945342396146,0.32553856857551,110,-0.046807785824239,0.0600806015714306,0.435930720557401,110,-0.185039635399946,0.146277210199838,0.208571633060591,110,-0.177957011493604,0.154177866695702,0.250929507373982,110,0.0576880562903087,0.138554899465959,0.677976354365222,NA,NA,NA,NA,"ABCA2",0.487397550483702
"mvpa_leisure_time","ABHD14B_Q96IU4_OID20921_v1_Neurology",110,-0.0654502981612713,0.0426168706214851,0.124591421955026,110,-0.148249528490325,0.056246280933369,0.00839586243428166,110,-0.258109691304416,0.145968581415745,0.0798159837378003,110,-0.264301917388475,0.156025349920293,0.0931270987891278,110,0.178597140705809,0.138208487238285,0.199035674134066,NA,NA,NA,NA,"ABHD14B",0.904511857563209
"mvpa_leisure_time","ABL1_P00519_OID21280_v1_Oncology",110,-0.104898890349916,0.0417845244789212,0.0120569788576195,110,-0.0659990479820363,0.0580992794852015,0.25596905182207,110,-0.000245453771931192,0.134457843441413,0.998546793563444,110,0.0489913050715061,0.146625212617613,0.738926435610991,110,-0.0305342984851214,0.137330815334794,0.82446820408561,NA,NA,NA,NA,"ABL1",1.91876150063987
"mvpa_leisure_time","ABO_P16442_OID30675_v1_Inflammation_II",110,0.00321004908038851,0.0251312137832149,0.898361415306647,110,0.0194734347606224,0.0372744204488057,0.601367998092332,110,0.104466650332975,0.0956251416401623,0.277039624369518,110,0.0634743401879271,0.101273148594833,0.5321246378448,110,-0.00488740335745619,0.0827709807095339,0.953023548877527,NA,NA,NA,NA,"ABO",0.0465489093281478
"mvpa_leisure_time","ABRAXAS2_Q15018_OID30130_v1_Cardiometabolic_II",110,-0.104646471187365,0.0445891023705465,0.0189299850777754,110,-0.0949085313957987,0.0599686989070405,0.113504796889738,110,-0.133423464907119,0.137523504825821,0.33410141742842,110,-0.315236415434367,0.155630758463056,0.0452550903091576,110,-0.0427914501245727,0.146662321025053,0.771023297599039,NA,NA,NA,NA,"ABRAXAS2",1.72284972838392
"mvpa_leisure_time","ACAA1_P09110_OID21269_v1_Oncology",110,-0.111841034752352,0.0388408315588519,0.00398343364928224,110,-0.0775790407507299,0.059092653838301,0.189237774628173,110,-0.175718303717274,0.154767502072188,0.258710916392088,110,-0.189477637793508,0.161494239243827,0.243241831298585,110,0.0827290064423914,0.127238168932215,0.516950089051357,NA,NA,NA,NA,"ACAA1",2.39974241233564
"mvpa_leisure_time","ACADM_P11310_OID31277_v1_Oncology_II",110,-0.00320653336956252,0.0394903206156755,0.935284523943053,110,0.0334401563330839,0.0583984220248769,0.566901412930086,110,0.0948227158137245,0.125104760836833,0.450118606001153,110,0.0592407879305212,0.143358153023634,0.680245343440719,110,0.120670549416771,0.129355686319789,0.352973884396262,NA,NA,NA,NA,"ACADM",0.0290562518213038
"mvpa_leisure_time","ACADSB_P45954_OID30356_v1_Cardiometabolic_II",110,-0.0379084455356062,0.038180735348259,0.320774092186248,110,-0.0500530237376195,0.056230487696182,0.373390550761806,110,-0.147734365592283,0.15427996337604,0.34039710702052,110,-0.147734365592283,0.151810385846372,0.332633137426998,110,0.0344628956093321,0.125064635169009,0.783412056254675,NA,NA,NA,NA,"ACADSB",0.493800715434369
