"exposure","outcome","Inverse_variance_weighted_nsnp","Inverse_variance_weighted_b","Inverse_variance_weighted_se","Inverse_variance_weighted_pval","Weighted_median_nsnp","Weighted_median_b","Weighted_median_se","Weighted_median_pval","Weighted_mode_nsnp","Weighted_mode_b","Weighted_mode_se","Weighted_mode_pval","Simple_mode_nsnp","Simple_mode_b","Simple_mode_se","Simple_mode_pval","MR_Egger_nsnp","MR_Egger_b","MR_Egger_se","MR_Egger_pval","Wald_ratio_nsnp","Wald_ratio_b","Wald_ratio_se","Wald_ratio_pval","outcome2","b","-LOG10P"
"acc_425","A1BG_P04217_OID30771_v1_Inflammation_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.187167885558145,0.282231776902676,0.50722114262264,"A1BG",-0.187167885558145,0.294802651946173
"acc_425","AAMDC_Q9H7C9_OID30236_v1_Cardiometabolic_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.251628224704653,0.272140560957968,0.355160509875344,"AAMDC",-0.251628224704653,0.449575329201606
"acc_425","AARSD1_Q9BTE6_OID21311_v1_Oncology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.266772080687937,0.289247769830427,0.356374164631509,"AARSD1",0.266772080687937,0.448093787701007
"acc_425","ABCA2_Q9BZC7_OID30146_v1_Cardiometabolic_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.442087920919392,0.308053925902114,0.151258851574062,"ABCA2",0.442087920919392,0.820279201288457
"acc_425","ABHD14B_Q96IU4_OID20921_v1_Neurology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0226959334565619,0.297833319938921,0.939257219398829,"ABHD14B",0.0226959334565619,0.0272154581405166
"acc_425","ABL1_P00519_OID21280_v1_Oncology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.293007715181226,0.299092260708832,0.327255642779716,"ABL1",-0.293007715181226,0.485112856291445
"acc_425","ABO_P16442_OID30675_v1_Inflammation_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0823896970184039,0.19608414369525,0.674357460216203,"ABO",0.0823896970184039,0.171109833662177
"acc_425","ABRAXAS2_Q15018_OID30130_v1_Cardiometabolic_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.514317286827935,0.306355782367596,0.0931864472032128,"ABRAXAS2",0.514317286827935,1.03064724572385
"acc_425","ACAA1_P09110_OID21269_v1_Oncology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.624768946395564,0.306711002169895,0.0416504880000697,"ACAA1",-0.624768946395564,1.38037990579391
"acc_425","ACADM_P11310_OID31277_v1_Oncology_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.275333922687455,0.307433898577513,0.370473173218147,"ACADM",-0.275333922687455,0.43124323477006
"acc_425","ACADSB_P45954_OID30356_v1_Cardiometabolic_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.151086554689384,0.300866350558547,0.615546776186823,"ACADSB",-0.151086554689384,0.210738938885493
"acc_425","ACAN_P16112_OID20159_v1_Cardiometabolic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.133716949288757,0.2825018082456,0.635976831895641,"ACAN",0.133716949288757,0.19655870504836
"acc_425","ACE_P12821_OID30696_v1_Inflammation_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0373124246564333,0.288145141846822,0.89696853610496,"ACE",0.0373124246564333,0.047222790886405
"acc_425","ACE2_Q9BYF1_OID20105_v1_Cardiometabolic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.612641645905328,0.272867877521498,0.0247556048098874,"ACE2",-0.612641645905328,1.60632645885429
"acc_425","ACHE_P22303_OID30585_v1_Inflammation_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.215255163545769,0.279922848187736,0.441904988973166,"ACHE",-0.215255163545769,0.354671095357178
"acc_425","ACOT13_Q9NPJ3_OID31522_v1_Oncology_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.370484609820783,0.303926705778349,0.222846745731297,"ACOT13",-0.370484609820783,0.65199370360724
"acc_425","ACOX1_Q15067_OID20124_v1_Cardiometabolic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.218161616973399,0.306524953789279,0.476634792077443,"ACOX1",-0.218161616973399,0.321814259396708
"acc_425","ACP1_P24666_OID30524_v1_Inflammation_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.079191513300651,0.29168166840794,0.786006657027989,"ACP1",-0.079191513300651,0.104573775718508
"acc_425","ACP5_P13686_OID20314_v1_Cardiometabolic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.463493530499076,0.274584103512015,0.0914143303382589,"ACP5",-0.463493530499076,1.03898571784394
"acc_425","ACP6_Q9NPH0_OID21432_v1_Oncology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0106708993008117,0.197619545125774,0.956937406358773,"ACP6",-0.0106708993008117,0.0191164686620572
"acc_425","ACRBP_Q8NEB7_OID31385_v1_Oncology_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.152313348870851,0.301976211524552,0.613988349998587,"ACRBP",-0.152313348870851,0.211839869216044
"acc_425","ACRV1_P26436_OID30513_v1_Inflammation_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.116632644860564,0.197085911757615,0.55399403011487,"ACRV1",-0.116632644860564,0.25649491523933
"acc_425","ACSL1_P33121_OID30080_v1_Cardiometabolic_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0262284015108897,0.311139596560315,0.932819615456869,"ACSL1",-0.0262284015108897,0.0302023300860158
"acc_425","ACTA2_P62736_OID20079_v1_Cardiometabolic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.11420155910954,0.275027324600177,0.677968314419108,"ACTA2",-0.11420155910954,0.168790602879982
